Index,Team,Gtm,Date,Site,Opponent,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,o2P,o2PA,o2P%,oeFG%,oFT,oFTA,oFT%,oORB,oDRB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
3126,Georgia,9,2016-12-14,,Louisiana,REG (Non-Conf),W,73,60,,28,68,0.412,4,14,0.286,24,54,0.444,0.441,13,15,0.867,12,32,44,10,6,11,13,17,19,66,0.288,8,23,0.348,11,43,0.256,0.348,14,19,0.737,10,28,38,10,7,0,13,18
3127,Georgia,10,2016-12-17,,Charleston Southern,REG (Non-Conf),W,84,64,,28,52,0.538,8,19,0.421,20,33,0.606,0.615,20,29,0.69,13,26,39,22,4,3,12,14,24,57,0.421,6,21,0.286,18,36,0.5,0.474,10,16,0.625,5,15,20,6,5,4,9,24
3128,Georgia,11,2016-12-20,@,Georgia Tech,REG (Non-Conf),W,60,43,,23,62,0.371,3,18,0.167,20,44,0.455,0.395,11,14,0.786,11,26,37,13,7,2,13,14,18,52,0.346,1,10,0.1,17,42,0.405,0.356,6,10,0.6,5,23,28,8,7,4,15,16
3129,Georgia,12,2016-12-23,@,Oakland,REG (Non-Conf),L,79,86,,28,62,0.452,7,20,0.35,21,42,0.5,0.508,16,18,0.889,13,20,33,16,6,5,18,23,26,59,0.441,10,17,0.588,16,42,0.381,0.525,24,28,0.857,10,17,27,18,10,2,13,19
3130,Georgia,13,2016-12-29,@,Auburn,REG (Conf),W,96,84,,31,60,0.517,5,16,0.313,26,44,0.591,0.558,29,38,0.763,8,27,35,13,8,2,12,23,29,62,0.468,9,26,0.346,20,36,0.556,0.54,17,27,0.63,9,20,29,17,8,4,13,24
3131,Georgia,14,2017-01-04,,South Carolina,REG (Conf),L,61,67,,17,47,0.362,4,13,0.308,13,34,0.382,0.404,23,30,0.767,10,28,38,10,2,3,15,17,26,61,0.426,5,17,0.294,21,44,0.477,0.467,10,17,0.588,11,23,34,11,7,8,7,23
3132,Georgia,15,2017-01-07,,Missouri,REG (Conf),W,71,66,,21,46,0.457,2,13,0.154,19,33,0.576,0.478,27,40,0.675,4,37,41,11,7,4,20,18,25,72,0.347,6,36,0.167,19,36,0.528,0.389,10,16,0.625,10,23,33,11,10,2,13,27
3133,Georgia,16,2017-01-11,@,Mississippi,REG (Conf),W,69,47,,21,52,0.404,5,18,0.278,16,34,0.471,0.452,22,25,0.88,9,31,40,12,7,7,14,24,14,51,0.275,2,19,0.105,12,32,0.375,0.294,17,32,0.531,7,24,31,4,4,3,13,20
3134,Georgia,17,2017-01-14,@,Florida,REG (Conf),L,76,80,OT,28,58,0.483,4,16,0.25,24,42,0.571,0.517,16,21,0.762,8,28,36,15,7,0,18,27,22,55,0.4,9,23,0.391,13,32,0.406,0.482,27,35,0.771,6,24,30,13,9,3,13,22
3135,Georgia,18,2017-01-17,,Vanderbilt,REG (Conf),W,76,68,,24,53,0.453,6,15,0.4,18,38,0.474,0.509,22,34,0.647,8,23,31,16,5,3,6,13,27,64,0.422,10,31,0.323,17,33,0.515,0.5,4,6,0.667,8,24,32,14,3,1,10,22
3136,Georgia,19,2017-01-21,@,Texas A&M,REG (Conf),L,62,63,,22,52,0.423,6,11,0.545,16,41,0.39,0.481,12,14,0.857,6,27,33,15,5,3,17,24,21,58,0.362,7,19,0.368,14,39,0.359,0.422,14,27,0.519,14,20,34,14,11,4,11,18
3137,Georgia,20,2017-01-25,,Alabama,REG (Conf),L,60,80,,21,55,0.382,4,16,0.25,17,39,0.436,0.418,14,19,0.737,7,17,24,10,7,5,10,24,24,47,0.511,9,15,0.6,15,32,0.469,0.606,23,34,0.676,10,26,36,8,3,5,13,21
3138,Georgia,21,2017-01-28,,Texas,REG (Non-Conf),W,59,57,,20,49,0.408,2,12,0.167,18,37,0.486,0.429,17,22,0.773,6,22,28,11,7,2,11,18,22,48,0.458,6,20,0.3,16,28,0.571,0.521,7,13,0.538,5,22,27,10,4,2,14,20
3139,Georgia,22,2017-01-31,@,Kentucky,REG (Conf),L,81,90,OT,30,61,0.492,6,10,0.6,24,51,0.471,0.541,15,24,0.625,4,25,29,15,5,4,16,28,27,64,0.422,9,21,0.429,18,43,0.419,0.492,27,36,0.75,15,25,40,14,7,6,14,22
3140,Georgia,23,2017-02-04,@,South Carolina,REG (Conf),L,75,77,,24,49,0.49,5,9,0.556,19,40,0.475,0.541,22,28,0.786,8,24,32,12,6,5,14,20,26,60,0.433,11,24,0.458,15,36,0.417,0.525,14,25,0.56,8,16,24,13,9,2,7,22
3141,Georgia,24,2017-02-07,,Florida,REG (Conf),L,60,72,,21,63,0.333,6,18,0.333,15,45,0.333,0.381,12,16,0.75,9,32,41,10,2,6,16,19,26,64,0.406,7,21,0.333,19,43,0.442,0.461,13,16,0.813,5,29,34,10,12,7,8,19
3142,Georgia,25,2017-02-11,@,Tennessee,REG (Conf),W,76,75,,29,56,0.518,7,19,0.368,22,37,0.595,0.58,11,16,0.688,9,24,33,10,3,3,11,22,26,62,0.419,4,14,0.286,22,48,0.458,0.452,19,24,0.792,12,17,29,19,3,4,5,16
3143,Georgia,26,2017-02-14,,Mississippi State,REG (Conf),W,79,72,,23,52,0.442,5,13,0.385,18,39,0.462,0.49,28,32,0.875,9,28,37,17,7,5,16,11,28,64,0.438,9,24,0.375,19,40,0.475,0.508,7,9,0.778,9,19,28,13,8,2,15,24
3144,Georgia,27,2017-02-18,,Kentucky,REG (Conf),L,77,82,,28,55,0.509,3,15,0.2,25,40,0.625,0.536,18,24,0.75,2,22,24,8,2,4,11,22,26,61,0.426,7,21,0.333,19,40,0.475,0.484,23,28,0.821,12,24,36,13,7,2,14,21
3145,Georgia,28,2017-02-23,@,Alabama,REG (Conf),W,60,55,,23,49,0.469,3,10,0.3,20,39,0.513,0.5,11,16,0.688,1,24,25,4,4,2,7,13,21,63,0.333,4,23,0.174,17,40,0.425,0.365,9,12,0.75,17,25,42,7,5,4,10,17
3146,Georgia,29,2017-02-25,,Louisiana State,REG (Conf),W,82,80,,27,54,0.5,8,19,0.421,19,35,0.543,0.574,20,25,0.8,4,21,25,14,5,3,9,17,28,60,0.467,7,19,0.368,21,41,0.512,0.525,17,20,0.85,10,21,31,14,5,2,10,19
3147,Georgia,30,2017-03-01,,Auburn,REG (Conf),W,79,78,,27,64,0.422,10,22,0.455,17,42,0.405,0.5,15,16,0.938,15,22,37,9,8,4,10,16,27,61,0.443,12,27,0.444,15,34,0.441,0.541,12,16,0.75,8,21,29,13,5,6,13,15
3148,Georgia,31,2017-03-04,@,Arkansas,REG (Conf),L,67,85,,19,61,0.311,3,18,0.167,16,43,0.372,0.336,26,28,0.929,14,18,32,8,3,0,9,17,34,61,0.557,4,19,0.211,30,42,0.714,0.59,13,16,0.813,9,27,36,15,6,7,10,22
3149,Georgia,32,2017-03-09,N,Tennessee,CTOURN,W,59,57,,20,46,0.435,3,8,0.375,17,38,0.447,0.467,16,22,0.727,3,31,34,10,4,4,15,17,19,58,0.328,7,25,0.28,12,33,0.364,0.388,12,15,0.8,6,22,28,8,6,5,8,18
3150,Georgia,33,2017-03-10,N,Kentucky,CTOURN,L,60,71,,19,57,0.333,5,16,0.313,14,41,0.341,0.377,17,26,0.654,8,31,39,9,2,1,11,22,23,60,0.383,5,15,0.333,18,45,0.4,0.425,20,33,0.606,12,28,40,9,6,6,10,22
3151,Georgia,34,2017-03-15,,Belmont,NIT,L,69,78,,27,64,0.422,4,17,0.235,23,47,0.489,0.453,11,12,0.917,8,22,30,6,5,2,5,13,27,56,0.482,14,31,0.452,13,25,0.52,0.607,10,14,0.714,6,24,30,16,4,3,9,15
3152,Georgia Southern,1,2016-11-11,@,NC State,REG (Non-Conf),L,79,81,,27,73,0.37,5,22,0.227,22,51,0.431,0.404,20,32,0.625,17,24,41,5,4,3,7,27,27,63,0.429,4,24,0.167,23,39,0.59,0.46,23,33,0.697,15,28,43,14,2,8,9,22
3153,Georgia Southern,2,2016-11-14,,NON-FBS-SCHOOL,REG (Non-Conf),W,92,43,,35,64,0.547,9,25,0.36,26,39,0.667,0.617,13,26,0.5,14,24,38,16,12,3,8,16,12,52,0.231,9,27,0.333,3,25,0.12,0.317,10,17,0.588,10,19,29,7,2,4,21,18
3154,Georgia Southern,3,2016-11-20,@,Mercer,REG (Non-Conf),L,67,80,,21,57,0.368,10,31,0.323,11,26,0.423,0.456,15,18,0.833,11,19,30,12,4,6,10,23,24,53,0.453,5,21,0.238,19,32,0.594,0.5,27,32,0.844,11,26,37,16,5,2,9,14
3155,Georgia Southern,4,2016-11-22,@,Akron,REG (Non-Conf),L,67,75,,25,53,0.472,4,15,0.267,21,38,0.553,0.509,13,19,0.684,3,20,23,8,9,2,14,23,26,56,0.464,11,36,0.306,15,20,0.75,0.563,12,16,0.75,6,26,32,20,4,4,13,16
3156,Georgia Southern,5,2016-11-25,N,Florida A&M,REG (Non-Conf),W,83,72,,27,65,0.415,15,42,0.357,12,23,0.522,0.531,14,26,0.538,12,20,32,14,10,4,12,23,25,57,0.439,5,17,0.294,20,40,0.5,0.482,17,25,0.68,12,23,35,7,5,4,19,21
3157,Georgia Southern,6,2016-11-26,N,Radford,REG (Non-Conf),W,65,64,,25,52,0.481,8,13,0.615,17,39,0.436,0.558,7,9,0.778,9,17,26,10,4,4,13,15,22,54,0.407,11,26,0.423,11,28,0.393,0.509,9,14,0.643,15,18,33,11,5,2,10,12
3158,Georgia Southern,7,2016-12-01,@,Savannah State,REG (Non-Conf),W,94,75,,35,76,0.461,13,34,0.382,22,42,0.524,0.546,11,18,0.611,14,28,42,17,6,3,12,19,25,57,0.439,14,34,0.412,11,23,0.478,0.561,11,19,0.579,3,26,29,20,9,2,18,16
3159,Georgia Southern,8,2016-12-04,,Florida Gulf Coast,REG (Non-Conf),L,82,85,,29,63,0.46,5,20,0.25,24,43,0.558,0.5,19,27,0.704,10,14,24,8,11,3,9,16,35,57,0.614,6,17,0.353,29,40,0.725,0.667,9,18,0.5,9,27,36,23,4,6,15,21
3160,Georgia Southern,9,2016-12-09,@,Minnesota,REG (Non-Conf),L,49,86,,18,60,0.3,6,29,0.207,12,31,0.387,0.35,7,13,0.538,8,25,33,13,8,2,15,18,32,73,0.438,12,34,0.353,20,39,0.513,0.521,10,16,0.625,15,33,48,23,10,9,9,13
3161,Georgia Southern,10,2016-12-13,@,Florida Gulf Coast,REG (Non-Conf),W,72,59,,25,59,0.424,9,28,0.321,16,31,0.516,0.5,13,25,0.52,14,21,35,13,12,2,10,20,20,51,0.392,4,24,0.167,16,27,0.593,0.431,15,25,0.6,11,27,38,8,3,5,19,22
3162,Georgia Southern,11,2016-12-15,@,Florida International,REG (Non-Conf),W,75,68,,24,55,0.436,10,21,0.476,14,34,0.412,0.527,17,21,0.81,5,25,30,12,9,4,9,17,26,57,0.456,6,16,0.375,20,41,0.488,0.509,10,14,0.714,6,25,31,10,4,3,13,21
3163,Georgia Southern,12,2016-12-20,@,Winthrop,REG (Non-Conf),L,84,86,,29,59,0.492,9,22,0.409,20,37,0.541,0.568,17,21,0.81,4,26,30,10,6,5,14,28,25,59,0.424,11,25,0.44,14,34,0.412,0.517,25,33,0.758,13,25,38,13,6,5,14,18
3164,Georgia Southern,13,2016-12-22,,NON-FBS-SCHOOL,REG (Non-Conf),W,106,58,,37,80,0.463,14,40,0.35,23,40,0.575,0.55,18,33,0.545,18,32,50,18,12,4,8,15,23,69,0.333,7,26,0.269,16,43,0.372,0.384,5,12,0.417,11,25,36,11,6,1,20,25
3165,Georgia Southern,14,2016-12-31,,Georgia State,REG (Conf),W,88,65,,29,53,0.547,10,25,0.4,19,28,0.679,0.642,20,33,0.606,4,24,28,13,10,1,10,20,23,70,0.329,6,30,0.2,17,40,0.425,0.371,13,20,0.65,21,27,48,7,6,1,21,28
3166,Georgia Southern,15,2017-01-07,,Troy,REG (Conf),W,86,82,,29,63,0.46,7,29,0.241,22,34,0.647,0.516,21,25,0.84,10,18,28,6,8,4,6,18,27,62,0.435,12,32,0.375,15,30,0.5,0.532,16,18,0.889,12,25,37,14,3,1,13,23
3167,Georgia Southern,16,2017-01-09,,South Alabama,REG (Conf),W,84,79,OT,29,61,0.475,13,29,0.448,16,32,0.5,0.582,13,23,0.565,10,32,42,13,9,4,24,26,25,60,0.417,9,26,0.346,16,34,0.471,0.492,20,36,0.556,12,25,37,11,11,4,21,23
3168,Georgia Southern,17,2017-01-14,@,Louisiana,REG (Conf),W,81,76,,24,48,0.5,4,11,0.364,20,37,0.541,0.542,29,37,0.784,4,27,31,8,2,4,15,23,30,69,0.435,3,18,0.167,27,51,0.529,0.457,13,22,0.591,11,20,31,8,7,5,9,26
3169,Georgia Southern,18,2017-01-16,@,NON-FBS-SCHOOL,REG (Conf),W,62,60,,22,58,0.379,8,23,0.348,14,35,0.4,0.448,10,14,0.714,8,26,34,7,5,2,7,11,23,59,0.39,8,29,0.276,15,30,0.5,0.458,6,13,0.462,11,25,36,10,3,5,9,12
3170,Georgia Southern,19,2017-01-21,,Appalachian State,REG (Conf),W,92,88,,26,49,0.531,6,13,0.462,20,36,0.556,0.592,34,47,0.723,5,30,35,7,7,3,11,25,31,71,0.437,12,31,0.387,19,40,0.475,0.521,14,22,0.636,12,24,36,11,2,0,12,31
3171,Georgia Southern,20,2017-01-23,,Coastal Carolina,REG (Conf),W,91,80,,29,55,0.527,13,31,0.419,16,24,0.667,0.645,20,27,0.741,6,30,36,16,2,4,12,13,34,76,0.447,7,26,0.269,27,50,0.54,0.493,5,6,0.833,8,22,30,10,7,2,7,21
3172,Georgia Southern,21,2017-01-28,@,South Alabama,REG (Conf),L,66,78,,21,59,0.356,10,34,0.294,11,25,0.44,0.441,14,23,0.609,14,23,37,11,3,2,16,19,28,54,0.519,8,22,0.364,20,32,0.625,0.593,14,20,0.7,5,27,32,17,7,7,12,24
3173,Georgia Southern,22,2017-01-30,@,Troy,REG (Conf),L,76,83,,26,61,0.426,11,32,0.344,15,29,0.517,0.516,13,15,0.867,8,23,31,9,6,2,12,27,25,57,0.439,10,23,0.435,15,34,0.441,0.526,23,34,0.676,12,27,39,17,2,1,15,15
3174,Georgia Southern,23,2017-02-04,,NON-FBS-SCHOOL,REG (Conf),W,76,62,,25,53,0.472,13,22,0.591,12,31,0.387,0.594,13,20,0.65,7,25,32,10,4,4,7,11,27,62,0.435,4,17,0.235,23,45,0.511,0.468,4,5,0.8,10,23,33,11,1,0,8,15
3175,Georgia Southern,24,2017-02-06,,Louisiana,REG (Conf),W,74,70,,25,59,0.424,11,27,0.407,14,32,0.438,0.517,13,17,0.765,8,23,31,10,8,6,10,18,25,67,0.373,7,21,0.333,18,46,0.391,0.425,13,17,0.765,14,26,40,14,5,1,10,18
3176,Georgia Southern,25,2017-02-11,@,Coastal Carolina,REG (Conf),L,70,82,,20,52,0.385,11,27,0.407,9,25,0.36,0.49,19,29,0.655,2,21,23,10,5,2,8,18,30,60,0.5,9,25,0.36,21,35,0.6,0.575,13,19,0.684,9,31,40,12,5,2,12,19
3177,Georgia Southern,26,2017-02-13,@,Appalachian State,REG (Conf),L,78,83,,26,58,0.448,8,20,0.4,18,38,0.474,0.517,18,29,0.621,8,28,36,7,9,4,17,27,26,60,0.433,7,19,0.368,19,41,0.463,0.492,24,37,0.649,9,28,37,16,7,3,16,21
3178,Georgia Southern,27,2017-02-18,,Texas State,REG (Conf),W,70,67,,24,47,0.511,8,21,0.381,16,26,0.615,0.596,14,24,0.583,3,22,25,7,5,1,8,18,22,47,0.468,10,25,0.4,12,22,0.545,0.574,13,18,0.722,4,22,26,11,3,2,8,19
3179,Georgia Southern,28,2017-02-20,,UT Arlington,REG (Conf),L,71,81,,25,54,0.463,13,25,0.52,12,29,0.414,0.583,8,14,0.571,3,14,17,10,10,3,10,15,30,59,0.508,12,22,0.545,18,37,0.486,0.61,9,13,0.692,17,24,41,17,4,1,11,15
3180,Georgia Southern,29,2017-02-25,@,Arkansas State,REG (Conf),W,72,60,,22,46,0.478,7,14,0.5,15,32,0.469,0.554,21,34,0.618,7,34,41,9,1,1,17,26,20,61,0.328,4,23,0.174,16,38,0.421,0.361,16,28,0.571,12,21,33,6,4,4,11,25
3181,Georgia Southern,30,2017-02-27,@,Little Rock,REG (Conf),L,54,56,,16,44,0.364,9,23,0.391,7,21,0.333,0.466,13,15,0.867,6,20,26,8,5,1,18,19,20,45,0.444,6,20,0.3,14,25,0.56,0.511,10,16,0.625,6,22,28,11,5,4,15,14
3182,Georgia Southern,31,2017-03-04,@,Georgia State,REG (Conf),L,67,72,,23,56,0.411,11,35,0.314,12,21,0.571,0.509,10,18,0.556,5,13,18,13,6,4,11,19,24,51,0.471,11,19,0.579,13,32,0.406,0.578,13,20,0.65,9,33,42,14,3,5,20,17
3183,Georgia Southern,32,2017-03-10,,Troy,CTOURN,L,70,90,,26,59,0.441,10,28,0.357,16,31,0.516,0.525,8,15,0.533,6,15,21,9,6,1,8,18,29,48,0.604,14,22,0.636,15,26,0.577,0.75,18,23,0.783,4,26,30,19,5,2,10,16
3184,Georgia Southern,33,2017-03-15,,Utah Valley,CBI,L,49,74,,17,58,0.293,3,26,0.115,14,32,0.438,0.319,12,16,0.75,5,26,31,3,6,4,9,10,30,66,0.455,9,29,0.31,21,37,0.568,0.523,5,6,0.833,10,37,47,21,3,2,11,16
3185,Georgia State,1,2016-11-11,,NON-FBS-SCHOOL,REG (Non-Conf),W,111,69,,35,68,0.515,9,20,0.45,26,48,0.542,0.581,32,41,0.78,11,29,40,18,16,13,13,26,19,61,0.311,9,22,0.409,10,39,0.256,0.385,22,30,0.733,10,19,29,8,2,0,24,32
3186,Georgia State,2,2016-11-14,@,Auburn,REG (Non-Conf),L,65,83,,22,60,0.367,5,23,0.217,17,37,0.459,0.408,16,24,0.667,12,21,33,9,8,3,18,31,25,53,0.472,7,21,0.333,18,32,0.563,0.538,26,39,0.667,10,28,38,13,7,6,16,23
3187,Georgia State,3,2016-11-18,@,Purdue,REG (Non-Conf),L,56,64,,22,54,0.407,5,14,0.357,17,40,0.425,0.454,7,11,0.636,10,23,33,8,8,1,19,31,17,45,0.378,5,22,0.227,12,23,0.522,0.433,25,37,0.676,6,19,25,11,6,1,14,16
3188,Georgia State,4,2016-11-22,N,NJIT,REG (Non-Conf),W,74,53,,32,56,0.571,2,13,0.154,30,43,0.698,0.589,8,16,0.5,6,29,35,10,8,3,16,21,17,50,0.34,10,28,0.357,7,22,0.318,0.44,9,15,0.6,5,20,25,10,7,2,20,17
3189,Georgia State,5,2016-11-23,N,Eastern Kentucky,REG (Non-Conf),W,82,65,,30,57,0.526,9,18,0.5,21,39,0.538,0.605,13,19,0.684,12,22,34,12,13,2,14,19,21,63,0.333,6,31,0.194,15,32,0.469,0.381,17,21,0.81,18,16,34,13,6,2,18,19
3190,Georgia State,6,2016-11-30,,Wright State,REG (Non-Conf),W,81,74,,26,55,0.473,11,25,0.44,15,30,0.5,0.573,18,30,0.6,6,20,26,11,5,4,12,26,22,53,0.415,11,29,0.379,11,24,0.458,0.519,19,22,0.864,11,24,35,14,3,2,18,23
3191,Georgia State,7,2016-12-04,@,Mississippi State,REG (Non-Conf),L,60,82,,25,62,0.403,6,19,0.316,19,43,0.442,0.452,4,6,0.667,12,22,34,10,3,5,18,15,31,66,0.47,13,34,0.382,18,32,0.563,0.568,7,9,0.778,8,25,33,17,9,4,10,15
3192,Georgia State,8,2016-12-10,,NON-FBS-SCHOOL,REG (Non-Conf),W,83,52,,29,58,0.5,11,24,0.458,18,34,0.529,0.595,14,20,0.7,12,27,39,15,10,4,13,12,19,51,0.373,7,28,0.25,12,23,0.522,0.441,7,11,0.636,1,16,17,13,7,4,17,18
3193,Georgia State,9,2016-12-14,,Alabama A&M,REG (Non-Conf),W,94,79,,35,64,0.547,8,19,0.421,27,45,0.6,0.609,16,25,0.64,13,21,34,21,9,3,10,15,29,59,0.492,6,22,0.273,23,37,0.622,0.542,15,18,0.833,7,18,25,23,6,2,13,19
3194,Georgia State,10,2016-12-18,@,Old Dominion,REG (Non-Conf),L,46,58,,16,43,0.372,6,14,0.429,10,29,0.345,0.442,8,12,0.667,6,18,24,12,5,2,18,15,20,52,0.385,9,29,0.31,11,23,0.478,0.471,9,13,0.692,14,20,34,15,12,10,11,12
3195,Georgia State,11,2016-12-21,@,Middle Tennessee,REG (Non-Conf),W,64,56,,22,46,0.478,10,20,0.5,12,26,0.462,0.587,10,17,0.588,7,23,30,13,11,5,17,19,18,51,0.353,7,26,0.269,11,25,0.44,0.422,13,18,0.722,7,19,26,9,10,2,12,16
3196,Georgia State,12,2016-12-28,,Massachusetts,REG (Non-Conf),L,65,74,,24,62,0.387,6,22,0.273,18,40,0.45,0.435,11,21,0.524,13,21,34,14,13,7,15,22,25,55,0.455,7,26,0.269,18,29,0.621,0.518,17,23,0.739,8,27,35,13,11,5,17,21
3197,Georgia State,13,2016-12-31,@,Georgia Southern,REG (Conf),L,65,88,,23,70,0.329,6,30,0.2,17,40,0.425,0.371,13,20,0.65,21,27,48,7,6,1,21,28,29,53,0.547,10,25,0.4,19,28,0.679,0.642,20,33,0.606,4,24,28,13,10,1,10,20
3198,Georgia State,14,2017-01-07,,South Alabama,REG (Conf),W,78,77,,27,59,0.458,7,27,0.259,20,32,0.625,0.517,17,26,0.654,11,25,36,12,9,4,16,18,27,56,0.482,11,23,0.478,16,33,0.485,0.58,12,21,0.571,9,25,34,17,9,1,17,22
3199,Georgia State,15,2017-01-09,,Troy,REG (Conf),L,77,80,,26,58,0.448,11,26,0.423,15,32,0.469,0.543,14,18,0.778,11,18,29,13,4,6,10,23,27,49,0.551,8,20,0.4,19,29,0.655,0.633,18,26,0.692,6,19,25,17,3,5,12,17
3200,Georgia State,16,2017-01-14,@,NON-FBS-SCHOOL,REG (Conf),W,73,65,OT,26,60,0.433,6,21,0.286,20,39,0.513,0.483,15,25,0.6,10,23,33,12,10,6,10,18,22,56,0.393,8,21,0.381,14,35,0.4,0.464,13,17,0.765,10,25,35,11,3,3,22,21
3201,Georgia State,17,2017-01-16,@,Louisiana,REG (Conf),W,101,86,,36,58,0.621,10,19,0.526,26,39,0.667,0.707,19,25,0.76,6,18,24,11,7,0,6,30,22,58,0.379,6,22,0.273,16,36,0.444,0.431,36,42,0.857,17,17,34,10,1,2,8,20
3202,Georgia State,18,2017-01-21,,Coastal Carolina,REG (Conf),W,76,56,,29,62,0.468,15,33,0.455,14,29,0.483,0.589,3,4,0.75,5,28,33,19,1,7,9,14,21,70,0.3,9,35,0.257,12,35,0.343,0.364,5,8,0.625,13,25,38,13,4,4,10,10
3203,Georgia State,19,2017-01-23,,Appalachian State,REG (Conf),W,83,72,,33,58,0.569,3,14,0.214,30,44,0.682,0.595,14,23,0.609,7,20,27,14,11,3,9,19,22,56,0.393,7,25,0.28,15,31,0.484,0.455,21,24,0.875,9,20,29,11,3,2,16,17
3204,Georgia State,20,2017-01-28,@,Troy,REG (Conf),W,78,72,,32,58,0.552,4,15,0.267,28,43,0.651,0.586,10,18,0.556,8,21,29,14,11,3,12,19,22,50,0.44,12,27,0.444,10,23,0.435,0.56,16,20,0.8,7,18,25,13,6,5,16,16
3205,Georgia State,21,2017-01-30,@,South Alabama,REG (Conf),W,83,80,,26,44,0.591,9,19,0.474,17,25,0.68,0.693,22,35,0.629,4,18,22,11,8,2,18,21,26,55,0.473,9,26,0.346,17,29,0.586,0.555,19,27,0.704,9,21,30,15,11,2,18,27
3206,Georgia State,22,2017-02-04,,Louisiana,REG (Conf),W,85,82,,31,59,0.525,9,24,0.375,22,35,0.629,0.602,14,18,0.778,10,22,32,15,6,3,18,20,29,63,0.46,8,27,0.296,21,36,0.583,0.524,16,22,0.727,12,16,28,19,8,1,9,15
3207,Georgia State,23,2017-02-06,,NON-FBS-SCHOOL,REG (Conf),W,69,55,,26,56,0.464,11,26,0.423,15,30,0.5,0.563,6,13,0.462,7,23,30,12,9,8,5,12,22,57,0.386,8,23,0.348,14,34,0.412,0.456,3,7,0.429,10,24,34,12,1,2,15,15
3208,Georgia State,24,2017-02-11,@,Appalachian State,REG (Conf),L,72,77,,31,58,0.534,5,13,0.385,26,45,0.578,0.578,5,15,0.333,6,28,34,10,5,5,17,21,24,65,0.369,14,36,0.389,10,29,0.345,0.477,15,21,0.714,12,24,36,16,6,3,14,17
3209,Georgia State,25,2017-02-13,@,Coastal Carolina,REG (Conf),L,64,65,,23,52,0.442,4,17,0.235,19,35,0.543,0.481,14,17,0.824,7,27,34,6,3,5,11,20,19,54,0.352,9,26,0.346,10,28,0.357,0.435,18,23,0.783,11,23,34,10,3,1,13,15
3210,Georgia State,26,2017-02-18,,UT Arlington,REG (Conf),L,67,68,,26,57,0.456,8,27,0.296,18,30,0.6,0.526,7,12,0.583,8,29,37,15,6,7,20,18,22,62,0.355,10,31,0.323,12,31,0.387,0.435,14,20,0.7,9,23,32,17,13,1,15,18
3211,Georgia State,27,2017-02-20,,Texas State,REG (Conf),W,67,51,,27,48,0.563,7,21,0.333,20,27,0.741,0.635,6,9,0.667,4,20,24,13,4,6,8,12,21,49,0.429,4,16,0.25,17,33,0.515,0.469,5,10,0.5,9,12,21,11,4,2,11,11
3212,Georgia State,28,2017-02-25,@,Little Rock,REG (Conf),W,71,54,,24,55,0.436,7,24,0.292,17,31,0.548,0.5,16,20,0.8,9,28,37,7,4,5,6,18,19,50,0.38,7,22,0.318,12,28,0.429,0.45,9,18,0.5,5,22,27,13,3,2,8,17
3213,Georgia State,29,2017-02-27,@,Arkansas State,REG (Conf),L,67,78,,25,69,0.362,8,26,0.308,17,43,0.395,0.42,9,18,0.5,14,19,33,12,6,2,6,24,23,51,0.451,9,19,0.474,14,32,0.438,0.539,23,31,0.742,8,32,40,12,3,2,9,14
3214,Georgia State,30,2017-03-04,,Georgia Southern,REG (Conf),W,72,67,,24,51,0.471,11,19,0.579,13,32,0.406,0.578,13,20,0.65,9,33,42,14,3,5,20,17,23,56,0.411,11,35,0.314,12,21,0.571,0.509,10,18,0.556,5,13,18,13,6,4,11,19
3215,Georgia State,31,2017-03-10,N,Louisiana,CTOURN,W,86,76,,27,55,0.491,5,13,0.385,22,42,0.524,0.536,27,37,0.73,10,29,39,12,1,4,11,22,24,63,0.381,5,26,0.192,19,37,0.514,0.421,23,31,0.742,6,17,23,9,7,2,7,29
3216,Georgia State,32,2017-03-11,N,Troy,CTOURN,L,63,74,,21,58,0.362,6,22,0.273,15,36,0.417,0.414,15,21,0.714,11,25,36,7,6,4,17,25,23,54,0.426,6,26,0.231,17,28,0.607,0.481,22,36,0.611,7,25,32,10,6,2,10,17
3217,Georgia State,33,2017-03-15,@,NON-FBS-SCHOOL,CIT,L,64,80,,24,58,0.414,6,23,0.261,18,35,0.514,0.466,10,22,0.455,7,22,29,10,7,2,16,22,28,58,0.483,6,17,0.353,22,41,0.537,0.534,18,23,0.783,9,32,41,19,7,3,17,19
3218,Georgia Tech,1,2016-11-11,,Tennessee Tech,REG (Non-Conf),W,70,55,,28,50,0.56,3,11,0.273,25,39,0.641,0.59,11,16,0.688,8,22,30,17,5,9,15,15,21,63,0.333,5,26,0.192,16,37,0.432,0.373,8,16,0.5,18,15,33,12,5,3,14,18
3219,Georgia Tech,2,2016-11-14,,Southern,REG (Non-Conf),W,77,62,,28,57,0.491,4,13,0.308,24,44,0.545,0.526,17,31,0.548,11,29,40,14,4,16,12,18,24,72,0.333,7,20,0.35,17,52,0.327,0.382,7,12,0.583,12,21,33,9,5,3,9,26
