Index,Team,Gtm,Date,Site,Opponent,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,o2P,o2PA,o2P%,oeFG%,oFT,oFTA,oFT%,oORB,oDRB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
7798,Quinnipiac,31,2017-03-02,N,Niagara,CTOURN,L,69,88,,24,62,0.387,13,30,0.433,11,32,0.344,0.492,8,13,0.615,8,20,28,15,5,6,19,22,28,65,0.431,6,21,0.286,22,44,0.5,0.477,26,31,0.839,12,27,39,9,11,1,10,16
7799,Radford,1,2016-11-11,@,Wake Forest,REG (Non-Conf),L,59,80,,24,67,0.358,6,24,0.25,18,43,0.419,0.403,5,10,0.5,14,23,37,12,6,3,18,19,32,65,0.492,5,18,0.278,27,47,0.574,0.531,11,17,0.647,11,28,39,18,9,10,16,15
7800,Radford,2,2016-11-16,,NON-FBS-SCHOOL,REG (Non-Conf),W,91,69,,31,60,0.517,8,29,0.276,23,31,0.742,0.583,21,27,0.778,13,31,44,22,8,1,14,18,23,69,0.333,4,13,0.308,19,56,0.339,0.362,19,23,0.826,15,17,32,10,6,3,12,25
7801,Radford,3,2016-11-20,@,Akron,REG (Non-Conf),L,41,88,,15,48,0.313,2,10,0.2,13,38,0.342,0.333,9,19,0.474,9,15,24,5,5,1,22,18,30,53,0.566,13,26,0.5,17,27,0.63,0.689,15,21,0.714,7,27,34,15,8,3,14,20
7802,Radford,4,2016-11-22,@,Mercer,REG (Non-Conf),L,47,58,,18,52,0.346,6,21,0.286,12,31,0.387,0.404,5,9,0.556,11,18,29,11,3,3,15,21,20,45,0.444,7,18,0.389,13,27,0.481,0.522,11,14,0.786,6,20,26,18,5,7,11,15
7803,Radford,5,2016-11-25,N,Stetson,REG (Non-Conf),W,80,66,OT,28,67,0.418,10,28,0.357,18,39,0.462,0.493,14,17,0.824,15,31,46,13,7,5,18,19,24,59,0.407,5,21,0.238,19,38,0.5,0.449,13,21,0.619,5,18,23,6,10,3,15,18
7804,Radford,6,2016-11-26,N,Georgia Southern,REG (Non-Conf),L,64,65,,22,54,0.407,11,26,0.423,11,28,0.393,0.509,9,14,0.643,15,18,33,11,5,2,10,12,25,52,0.481,8,13,0.615,17,39,0.436,0.558,7,9,0.778,9,17,26,10,4,4,13,15
7805,Radford,7,2016-11-30,,VMI,REG (Non-Conf),W,74,67,,24,48,0.5,8,18,0.444,16,30,0.533,0.583,18,27,0.667,8,21,29,17,6,2,11,13,27,62,0.435,7,26,0.269,20,36,0.556,0.492,6,10,0.6,10,21,31,9,8,3,11,21
7806,Radford,8,2016-12-04,@,North Carolina,REG (Non-Conf),L,50,95,,19,62,0.306,6,25,0.24,13,37,0.351,0.355,6,10,0.6,7,21,28,9,8,2,18,23,34,65,0.523,9,20,0.45,25,45,0.556,0.592,18,29,0.621,14,36,50,21,11,4,13,11
7807,Radford,9,2016-12-10,,Elon,REG (Non-Conf),W,68,56,,22,53,0.415,8,23,0.348,14,30,0.467,0.491,16,17,0.941,10,30,40,13,2,9,13,14,23,69,0.333,7,23,0.304,16,46,0.348,0.384,3,5,0.6,12,19,31,11,6,0,4,17
7808,Radford,10,2016-12-17,@,UNC Wilmington,REG (Non-Conf),L,64,100,,23,45,0.511,5,12,0.417,18,33,0.545,0.567,13,19,0.684,8,16,24,11,0,0,22,12,43,64,0.672,8,19,0.421,35,45,0.778,0.734,6,10,0.6,7,13,20,18,13,2,6,16
7809,Radford,11,2016-12-20,@,West Virginia,REG (Non-Conf),L,57,84,,17,46,0.37,8,19,0.421,9,27,0.333,0.457,15,25,0.6,11,22,33,10,6,1,29,23,32,65,0.492,5,14,0.357,27,51,0.529,0.531,15,31,0.484,17,19,36,14,11,6,10,18
7810,Radford,12,2016-12-23,,NON-FBS-SCHOOL,REG (Non-Conf),W,82,58,,33,68,0.485,10,25,0.4,23,43,0.535,0.559,6,9,0.667,13,27,40,22,9,3,9,16,22,56,0.393,5,16,0.313,17,40,0.425,0.438,9,11,0.818,5,21,26,12,7,2,13,8
7811,Radford,13,2016-12-29,,UNC Asheville,REG (Conf),W,80,77,OT,29,59,0.492,11,23,0.478,18,36,0.5,0.585,11,20,0.55,11,26,37,20,10,7,16,16,33,71,0.465,4,13,0.308,29,58,0.5,0.493,7,12,0.583,8,23,31,11,7,1,12,18
7812,Radford,14,2016-12-31,@,Winthrop,REG (Conf),W,82,80,,28,66,0.424,16,33,0.485,12,33,0.364,0.545,10,15,0.667,9,27,36,20,6,4,12,20,28,60,0.467,8,23,0.348,20,37,0.541,0.533,16,23,0.696,8,24,32,7,8,9,9,12
7813,Radford,15,2017-01-04,,Gardner-Webb,REG (Conf),L,59,70,,22,56,0.393,8,18,0.444,14,38,0.368,0.464,7,13,0.538,13,27,40,11,5,4,20,18,28,54,0.519,4,12,0.333,24,42,0.571,0.556,10,24,0.417,7,20,27,19,13,4,10,14
7814,Radford,16,2017-01-07,@,Presbyterian,REG (Conf),W,76,63,,24,47,0.511,8,16,0.5,16,31,0.516,0.596,20,26,0.769,12,24,36,7,4,8,11,15,25,68,0.368,8,24,0.333,17,44,0.386,0.426,5,9,0.556,15,8,23,13,6,5,7,18
7815,Radford,17,2017-01-11,@,Charleston Southern,REG (Conf),L,64,70,,21,56,0.375,9,24,0.375,12,32,0.375,0.455,13,22,0.591,12,25,37,12,3,3,15,19,23,51,0.451,5,18,0.278,18,33,0.545,0.5,19,25,0.76,4,22,26,10,8,2,9,16
7816,Radford,18,2017-01-14,,Liberty,REG (Conf),L,64,71,OT,21,61,0.344,7,26,0.269,14,35,0.4,0.402,15,21,0.714,15,27,42,7,2,2,9,17,23,52,0.442,7,20,0.35,16,32,0.5,0.51,18,20,0.9,0,24,24,11,4,2,4,17
7817,Radford,19,2017-01-19,@,Longwood,REG (Conf),W,72,60,,23,56,0.411,7,23,0.304,16,33,0.485,0.473,19,27,0.704,13,25,38,12,5,1,14,15,23,52,0.442,5,16,0.313,18,36,0.5,0.49,9,13,0.692,4,20,24,11,4,5,14,21
7818,Radford,20,2017-01-21,,High Point,REG (Conf),L,58,61,,23,55,0.418,4,18,0.222,19,37,0.514,0.455,8,12,0.667,7,20,27,14,10,6,8,14,25,60,0.417,5,14,0.357,20,46,0.435,0.458,6,8,0.75,13,25,38,13,2,2,12,11
7819,Radford,21,2017-01-26,,Campbell,REG (Conf),L,61,78,,23,56,0.411,8,24,0.333,15,32,0.469,0.482,7,11,0.636,7,20,27,11,8,0,16,16,29,51,0.569,10,19,0.526,19,32,0.594,0.667,10,12,0.833,3,23,26,11,10,5,15,13
7820,Radford,22,2017-01-28,@,UNC Asheville,REG (Conf),L,69,80,,25,63,0.397,10,30,0.333,15,33,0.455,0.476,9,11,0.818,8,26,34,16,3,4,8,25,27,57,0.474,7,14,0.5,20,43,0.465,0.535,19,30,0.633,9,19,28,12,6,4,11,14
7821,Radford,23,2017-02-01,,Winthrop,REG (Conf),L,65,81,,23,64,0.359,2,19,0.105,21,45,0.467,0.375,17,26,0.654,16,25,41,8,6,3,11,23,25,50,0.5,10,24,0.417,15,26,0.577,0.6,21,27,0.778,2,31,33,13,1,5,11,21
7822,Radford,24,2017-02-04,@,Liberty,REG (Conf),L,54,57,,21,50,0.42,8,22,0.364,13,28,0.464,0.5,4,5,0.8,7,28,35,8,0,0,16,14,20,50,0.4,5,24,0.208,15,26,0.577,0.45,12,14,0.857,2,19,21,9,9,2,7,12
7823,Radford,25,2017-02-09,,Charleston Southern,REG (Conf),W,79,67,,29,56,0.518,14,26,0.538,15,30,0.5,0.643,7,11,0.636,5,27,32,18,4,6,12,13,27,63,0.429,4,13,0.308,23,50,0.46,0.46,9,13,0.692,7,22,29,5,4,1,9,8
7824,Radford,26,2017-02-11,@,High Point,REG (Conf),W,69,68,OT,27,69,0.391,5,24,0.208,22,45,0.489,0.428,10,14,0.714,19,37,56,14,1,6,12,15,26,72,0.361,8,24,0.333,18,48,0.375,0.417,8,10,0.8,9,24,33,12,5,5,2,14
7825,Radford,27,2017-02-15,@,Gardner-Webb,REG (Conf),L,59,70,,23,54,0.426,5,18,0.278,18,36,0.5,0.472,8,17,0.471,10,20,30,8,3,6,19,24,23,47,0.489,5,13,0.385,18,34,0.529,0.543,19,32,0.594,5,21,26,13,11,5,12,18
7826,Radford,28,2017-02-18,,Longwood,REG (Conf),W,79,72,,27,51,0.529,9,20,0.45,18,31,0.581,0.618,16,22,0.727,9,21,30,10,5,5,14,16,24,56,0.429,9,20,0.45,15,36,0.417,0.509,15,18,0.833,9,15,24,14,7,3,11,15
7827,Radford,29,2017-02-23,,Presbyterian,REG (Conf),W,59,57,,20,54,0.37,8,25,0.32,12,29,0.414,0.444,11,20,0.55,12,20,32,11,4,4,7,17,19,50,0.38,8,17,0.471,11,33,0.333,0.46,11,16,0.688,8,23,31,9,3,4,9,16
7828,Radford,30,2017-02-25,@,Campbell,REG (Conf),L,58,61,,22,57,0.386,7,24,0.292,15,33,0.455,0.447,7,8,0.875,10,29,39,9,1,5,11,15,21,55,0.382,6,18,0.333,15,37,0.405,0.436,13,17,0.765,7,22,29,12,8,3,7,9
7829,Radford,31,2017-03-02,N,Liberty,CTOURN,W,56,52,,19,40,0.475,6,16,0.375,13,24,0.542,0.55,12,15,0.8,2,28,30,9,3,5,14,12,20,56,0.357,7,24,0.292,13,32,0.406,0.42,5,7,0.714,4,19,23,6,4,0,5,19
7830,Radford,32,2017-03-03,,Campbell,CTOURN,L,50,66,,19,62,0.306,7,26,0.269,12,36,0.333,0.363,5,11,0.455,9,21,30,12,5,3,6,18,22,52,0.423,6,23,0.261,16,29,0.552,0.481,16,20,0.8,7,30,37,9,5,4,8,13
7831,Rhode Island,1,2016-11-11,,Dartmouth,REG (Non-Conf),W,84,61,,33,70,0.471,5,20,0.25,28,50,0.56,0.507,13,23,0.565,17,23,40,11,12,11,10,26,19,54,0.352,4,12,0.333,15,42,0.357,0.389,19,23,0.826,4,21,25,6,2,0,20,20
7832,Rhode Island,2,2016-11-14,,Marist,REG (Non-Conf),W,107,65,,35,62,0.565,12,21,0.571,23,41,0.561,0.661,25,31,0.806,13,27,40,21,6,4,10,18,22,55,0.4,4,22,0.182,18,33,0.545,0.436,17,19,0.895,6,12,18,7,3,1,15,22
7833,Rhode Island,3,2016-11-16,,Brown,REG (Non-Conf),W,79,72,,30,52,0.577,6,16,0.375,24,36,0.667,0.635,13,22,0.591,7,21,28,16,7,10,13,25,24,62,0.387,5,15,0.333,19,47,0.404,0.427,19,26,0.731,10,19,29,9,8,3,13,18
7834,Rhode Island,4,2016-11-19,N,Cincinnati,REG (Non-Conf),W,76,71,,26,59,0.441,8,21,0.381,18,38,0.474,0.508,16,20,0.8,12,20,32,17,5,4,10,21,23,53,0.434,8,20,0.4,15,33,0.455,0.509,17,23,0.739,12,16,28,8,4,5,11,18
7835,Rhode Island,5,2016-11-20,N,Duke,REG (Non-Conf),L,65,75,,25,59,0.424,3,11,0.273,22,48,0.458,0.449,12,16,0.75,10,22,32,10,3,7,8,21,27,60,0.45,6,21,0.286,21,39,0.538,0.5,15,17,0.882,9,24,33,9,3,0,8,18
7836,Rhode Island,6,2016-11-25,,Belmont,REG (Non-Conf),W,82,73,,31,56,0.554,4,10,0.4,27,46,0.587,0.589,16,23,0.696,6,23,29,15,9,4,10,20,25,61,0.41,5,27,0.185,20,34,0.588,0.451,18,24,0.75,14,21,35,17,8,3,13,21
7837,Rhode Island,7,2016-11-29,@,Valparaiso,REG (Non-Conf),L,62,65,,25,59,0.424,4,17,0.235,21,42,0.5,0.458,8,10,0.8,6,18,24,12,9,5,9,21,22,48,0.458,3,10,0.3,19,38,0.5,0.49,18,21,0.857,6,25,31,8,5,4,17,16
7838,Rhode Island,8,2016-12-03,@,Providence,REG (Non-Conf),L,60,63,,22,59,0.373,5,18,0.278,17,41,0.415,0.415,11,15,0.733,13,24,37,6,6,3,8,20,21,46,0.457,8,18,0.444,13,28,0.464,0.543,13,22,0.591,6,21,27,11,5,4,11,16
7839,Rhode Island,9,2016-12-06,,Old Dominion,REG (Non-Conf),W,51,39,,16,49,0.327,6,16,0.375,10,33,0.303,0.388,13,28,0.464,13,24,37,7,10,7,14,21,14,48,0.292,0,6,0.0,14,42,0.333,0.292,11,22,0.5,13,25,38,5,8,4,19,21
7840,Rhode Island,10,2016-12-10,@,Houston,REG (Non-Conf),L,77,82,,26,59,0.441,9,25,0.36,17,34,0.5,0.517,16,23,0.696,13,20,33,12,3,6,12,25,25,54,0.463,6,12,0.5,19,42,0.452,0.519,26,31,0.839,9,23,32,11,4,4,9,18
7841,Rhode Island,11,2016-12-18,,Holy Cross,REG (Non-Conf),W,65,54,,24,48,0.5,3,17,0.176,21,31,0.677,0.531,14,19,0.737,11,23,34,9,7,3,14,19,19,44,0.432,3,12,0.25,16,32,0.5,0.466,13,20,0.65,5,11,16,7,8,3,9,15
7842,Rhode Island,12,2016-12-22,,William & Mary,REG (Non-Conf),W,73,62,,27,69,0.391,6,24,0.25,21,45,0.467,0.435,13,16,0.813,15,26,41,15,9,2,6,19,21,49,0.429,7,17,0.412,14,32,0.438,0.5,13,20,0.65,7,24,31,11,1,6,16,16
7843,Rhode Island,13,2016-12-30,@,Saint Louis,REG (Conf),W,90,56,,35,63,0.556,10,20,0.5,25,43,0.581,0.635,10,22,0.455,12,31,43,21,8,10,8,25,17,52,0.327,5,14,0.357,12,38,0.316,0.375,17,29,0.586,7,19,26,5,5,4,13,21
7844,Rhode Island,14,2017-01-03,,Saint Joseph's,REG (Conf),W,88,58,,31,62,0.5,16,30,0.533,15,32,0.469,0.629,10,20,0.5,7,24,31,22,13,5,6,18,22,51,0.431,2,8,0.25,20,43,0.465,0.451,12,25,0.48,10,24,34,9,3,5,17,15
7845,Rhode Island,15,2017-01-06,@,Dayton,REG (Conf),L,64,67,,22,50,0.44,10,21,0.476,12,29,0.414,0.54,10,14,0.714,8,20,28,19,2,5,17,20,23,49,0.469,4,12,0.333,19,37,0.514,0.51,17,26,0.654,4,22,26,13,9,2,11,18
7846,Rhode Island,16,2017-01-12,,La Salle,REG (Conf),L,75,87,,26,66,0.394,11,31,0.355,15,35,0.429,0.477,12,19,0.632,11,14,25,16,2,4,13,28,26,45,0.578,5,10,0.5,21,35,0.6,0.633,30,41,0.732,6,30,36,15,8,2,13,21
7847,Rhode Island,17,2017-01-15,,Massachusetts,REG (Conf),W,79,77,,27,52,0.519,4,12,0.333,23,40,0.575,0.558,21,38,0.553,5,25,30,10,3,9,10,19,29,61,0.475,6,17,0.353,23,44,0.523,0.525,13,18,0.722,6,22,28,13,3,3,14,28
7848,Rhode Island,18,2017-01-21,@,Duquesne,REG (Conf),W,90,69,,31,64,0.484,3,13,0.231,28,51,0.549,0.508,25,38,0.658,19,24,43,14,3,1,4,20,23,58,0.397,7,21,0.333,16,37,0.432,0.457,16,24,0.667,12,24,36,14,3,2,12,27
7849,Rhode Island,19,2017-01-25,@,Richmond,REG (Conf),L,62,73,,26,77,0.338,2,19,0.105,24,58,0.414,0.351,8,20,0.4,21,29,50,9,13,5,18,27,23,54,0.426,4,20,0.2,19,34,0.559,0.463,23,37,0.622,6,37,43,15,8,6,18,21
7850,Rhode Island,20,2017-01-28,,St. Bonaventure,REG (Conf),W,71,59,,25,55,0.455,5,20,0.25,20,35,0.571,0.5,16,22,0.727,10,26,36,18,7,15,17,18,18,61,0.295,6,19,0.316,12,42,0.286,0.344,17,22,0.773,17,22,39,10,13,4,12,23
7851,Rhode Island,21,2017-01-31,,George Washington,REG (Conf),W,82,70,,29,53,0.547,6,14,0.429,23,39,0.59,0.604,18,20,0.9,6,22,28,14,5,9,9,14,26,53,0.491,7,14,0.5,19,39,0.487,0.557,11,13,0.846,5,14,19,15,6,2,9,15
7852,Rhode Island,22,2017-02-03,@,Davidson,REG (Conf),W,70,59,,23,54,0.426,8,17,0.471,15,37,0.405,0.5,16,30,0.533,7,30,37,11,7,4,8,23,19,54,0.352,4,24,0.167,15,30,0.5,0.389,17,26,0.654,7,27,34,13,1,4,12,25
7853,Rhode Island,23,2017-02-07,@,Massachusetts,REG (Conf),W,70,62,,22,54,0.407,3,14,0.214,19,40,0.475,0.435,23,35,0.657,8,23,31,12,12,8,11,24,18,51,0.353,3,17,0.176,15,34,0.441,0.382,23,34,0.676,10,25,35,15,6,3,18,27
7854,Rhode Island,24,2017-02-10,,Dayton,REG (Conf),L,74,75,,23,51,0.451,7,18,0.389,16,33,0.485,0.52,21,32,0.656,7,23,30,10,5,8,10,19,23,56,0.411,8,18,0.444,15,38,0.395,0.482,21,29,0.724,9,20,29,11,9,5,10,26
7855,Rhode Island,25,2017-02-15,,Fordham,REG (Conf),L,43,53,,17,56,0.304,2,20,0.1,15,36,0.417,0.321,7,15,0.467,13,21,34,9,8,6,14,19,16,43,0.372,3,15,0.2,13,28,0.464,0.407,18,25,0.72,8,29,37,5,7,5,13,17
7856,Rhode Island,26,2017-02-18,@,George Mason,REG (Conf),W,77,74,,24,58,0.414,9,20,0.45,15,38,0.395,0.491,20,28,0.714,13,16,29,12,5,7,9,23,20,45,0.444,3,13,0.231,17,32,0.531,0.478,31,36,0.861,8,25,33,5,5,3,13,22
7857,Rhode Island,27,2017-02-21,@,La Salle,REG (Conf),W,67,56,,27,58,0.466,5,18,0.278,22,40,0.55,0.509,8,14,0.571,8,22,30,18,6,4,8,18,19,53,0.358,3,15,0.2,16,38,0.421,0.387,15,20,0.75,8,22,30,9,2,1,13,14
7858,Rhode Island,28,2017-02-25,,Virginia Commonwealth,REG (Conf),W,69,59,,17,48,0.354,4,14,0.286,13,34,0.382,0.396,31,39,0.795,13,29,42,8,3,8,13,25,19,54,0.352,1,15,0.067,18,39,0.462,0.361,20,30,0.667,6,22,28,6,5,3,8,30
7859,Rhode Island,29,2017-03-01,@,Saint Joseph's,REG (Conf),W,68,49,,25,57,0.439,4,26,0.154,21,31,0.677,0.474,14,15,0.933,9,27,36,16,6,4,14,22,19,50,0.38,2,9,0.222,17,41,0.415,0.4,9,20,0.45,4,15,19,10,7,1,13,13
7860,Rhode Island,30,2017-03-04,,Davidson,REG (Conf),W,73,70,OT,32,65,0.492,2,13,0.154,30,52,0.577,0.508,7,14,0.5,13,28,41,11,5,8,11,16,27,62,0.435,7,20,0.35,20,42,0.476,0.492,9,13,0.692,7,25,32,11,5,3,11,20
7861,Rhode Island,31,2017-03-10,N,St. Bonaventure,CTOURN,W,74,63,,24,43,0.558,5,14,0.357,19,29,0.655,0.616,21,36,0.583,5,27,32,14,2,6,16,16,22,57,0.386,4,16,0.25,18,41,0.439,0.421,15,18,0.833,7,18,25,9,4,1,13,25
7862,Rhode Island,32,2017-03-11,N,Davidson,CTOURN,W,84,60,,30,61,0.492,12,20,0.6,18,41,0.439,0.59,12,16,0.75,11,25,36,18,7,2,8,20,19,48,0.396,5,21,0.238,14,27,0.519,0.448,17,23,0.739,7,21,28,11,2,2,11,15
7863,Rhode Island,33,2017-03-12,N,Virginia Commonwealth,CTOURN,W,70,63,,24,54,0.444,8,20,0.4,16,34,0.471,0.519,14,19,0.737,7,26,33,12,3,7,6,18,21,67,0.313,4,14,0.286,17,53,0.321,0.343,17,22,0.773,19,22,41,8,4,1,5,16
7864,Rhode Island,34,2017-03-17,N,Creighton,ROUND-64,W,84,72,,26,58,0.448,4,21,0.19,22,37,0.595,0.483,28,31,0.903,8,30,38,11,8,3,7,16,26,65,0.4,7,23,0.304,19,42,0.452,0.454,13,19,0.684,10,25,35,11,2,3,11,20
7865,Rhode Island,35,2017-03-19,N,Oregon,ROUND-32,L,72,75,,30,59,0.508,6,22,0.273,24,37,0.649,0.559,6,8,0.75,8,18,26,11,8,2,11,21,25,52,0.481,7,16,0.438,18,36,0.5,0.548,18,27,0.667,13,20,33,11,8,2,14,14
7866,Rice,1,2016-11-13,@,James Madison,REG (Non-Conf),W,94,70,,28,53,0.528,11,26,0.423,17,27,0.63,0.632,27,34,0.794,5,15,20,17,17,0,10,24,19,38,0.5,7,16,0.438,12,22,0.545,0.592,25,32,0.781,4,20,24,10,3,0,24,29
7867,Rice,2,2016-11-16,,Texas Southern,REG (Non-Conf),L,68,71,,25,61,0.41,8,26,0.308,17,35,0.486,0.475,10,12,0.833,9,32,41,13,2,6,22,18,23,73,0.315,4,25,0.16,19,48,0.396,0.342,21,24,0.875,16,23,39,12,16,5,9,13
7868,Rice,3,2016-11-19,@,Omaha,REG (Non-Conf),W,100,87,,31,49,0.633,14,21,0.667,17,28,0.607,0.776,24,36,0.667,7,23,30,22,7,3,16,26,29,60,0.483,8,22,0.364,21,38,0.553,0.55,21,30,0.7,9,15,24,13,6,4,13,28
7869,Rice,4,2016-11-21,,Montana State,REG (Non-Conf),W,83,78,,24,55,0.436,6,23,0.261,18,32,0.563,0.491,29,43,0.674,9,34,43,10,4,6,14,26,25,66,0.379,13,31,0.419,12,35,0.343,0.477,15,22,0.682,7,24,31,13,5,2,9,30
7870,Rice,5,2016-11-23,,Delaware State,REG (Non-Conf),W,80,58,,29,63,0.46,8,32,0.25,21,31,0.677,0.524,14,18,0.778,13,24,37,17,6,3,15,18,22,56,0.393,5,15,0.333,17,41,0.415,0.438,9,18,0.5,9,22,31,10,8,3,19,23
7871,Rice,6,2016-11-26,@,Incarnate Word,REG (Non-Conf),W,87,79,,24,56,0.429,9,17,0.529,15,39,0.385,0.509,30,37,0.811,8,32,40,13,2,5,13,23,23,63,0.365,8,18,0.444,15,45,0.333,0.429,25,30,0.833,5,23,28,11,8,6,7,25
7872,Rice,7,2016-11-30,,NON-FBS-SCHOOL,REG (Non-Conf),W,90,77,,29,54,0.537,7,18,0.389,22,36,0.611,0.602,25,33,0.758,7,24,31,15,14,1,19,15,33,67,0.493,3,9,0.333,30,58,0.517,0.515,8,11,0.727,7,19,26,13,7,1,18,27
7873,Rice,8,2016-12-03,@,Texas Tech,REG (Non-Conf),L,84,85,,27,58,0.466,15,31,0.484,12,27,0.444,0.595,15,19,0.789,10,19,29,14,7,1,12,18,29,53,0.547,7,16,0.438,22,37,0.595,0.613,20,23,0.87,5,17,22,15,6,4,10,17
7874,Rice,9,2016-12-10,,Stephen F. Austin,REG (Non-Conf),W,70,63,,24,49,0.49,7,19,0.368,17,30,0.567,0.561,15,23,0.652,7,17,24,18,4,6,13,15,25,54,0.463,4,17,0.235,21,37,0.568,0.5,9,15,0.6,11,18,29,11,9,1,12,22
7875,Rice,10,2016-12-15,,NON-FBS-SCHOOL,REG (Non-Conf),W,93,64,,31,55,0.564,9,21,0.429,22,34,0.647,0.645,22,30,0.733,6,42,48,16,6,2,20,19,20,71,0.282,8,27,0.296,12,44,0.273,0.338,16,24,0.667,10,20,30,13,5,1,16,22
7876,Rice,11,2016-12-17,@,Pittsburgh,REG (Non-Conf),L,73,83,,26,57,0.456,8,26,0.308,18,31,0.581,0.526,13,23,0.565,9,13,22,15,8,2,7,18,29,45,0.644,9,18,0.5,20,27,0.741,0.744,16,19,0.842,4,27,31,18,3,4,18,21
7877,Rice,12,2016-12-19,,Northwestern State,REG (Non-Conf),W,100,93,,38,64,0.594,12,21,0.571,26,43,0.605,0.688,12,21,0.571,8,26,34,24,7,2,14,22,30,62,0.484,6,16,0.375,24,46,0.522,0.532,27,35,0.771,8,22,30,13,9,4,12,22
7878,Rice,13,2016-12-21,,NON-FBS-SCHOOL,REG (Non-Conf),W,83,63,,28,63,0.444,9,27,0.333,19,36,0.528,0.516,18,27,0.667,12,33,45,20,11,7,26,18,24,64,0.375,5,28,0.179,19,36,0.528,0.414,10,18,0.556,11,22,33,11,15,1,25,21
7879,Rice,14,2016-12-31,@,Old Dominion,REG (Conf),L,56,62,,23,62,0.371,5,21,0.238,18,41,0.439,0.411,5,11,0.455,12,22,34,7,4,4,10,15,26,51,0.51,3,9,0.333,23,42,0.548,0.539,7,14,0.5,7,25,32,13,7,6,11,14
7880,Rice,15,2017-01-02,@,Charlotte,REG (Conf),W,89,70,,35,70,0.5,8,17,0.471,27,53,0.509,0.557,11,21,0.524,14,28,42,12,6,2,15,18,27,61,0.443,3,13,0.231,24,48,0.5,0.467,13,21,0.619,7,24,31,7,6,5,14,18
7881,Rice,16,2017-01-05,,Middle Tennessee,REG (Conf),L,77,80,,25,53,0.472,9,20,0.45,16,33,0.485,0.557,18,20,0.9,7,26,33,12,5,3,14,17,30,60,0.5,9,17,0.529,21,43,0.488,0.575,11,17,0.647,7,22,29,21,5,1,9,19
7882,Rice,17,2017-01-07,,UAB,REG (Conf),L,81,88,OT,27,59,0.458,8,27,0.296,19,32,0.594,0.525,19,23,0.826,8,25,33,10,4,3,21,23,26,65,0.4,6,20,0.3,20,45,0.444,0.446,30,33,0.909,12,23,35,11,11,3,12,21
7883,Rice,18,2017-01-14,,North Texas,REG (Conf),W,101,79,,33,62,0.532,12,27,0.444,21,35,0.6,0.629,23,31,0.742,11,33,44,14,9,4,19,22,28,61,0.459,6,14,0.429,22,47,0.468,0.508,17,36,0.472,9,21,30,17,9,2,18,28
7884,Rice,19,2017-01-19,@,Louisiana Tech,REG (Conf),L,64,74,,24,57,0.421,11,25,0.44,13,32,0.406,0.518,5,10,0.5,9,23,32,15,8,6,23,13,29,62,0.468,8,22,0.364,21,40,0.525,0.532,8,17,0.471,10,20,30,19,10,7,14,7
7885,Rice,20,2017-01-21,@,Southern Mississippi,REG (Conf),W,61,58,,18,49,0.367,7,22,0.318,11,27,0.407,0.439,18,26,0.692,5,24,29,8,5,2,12,17,20,51,0.392,3,15,0.2,17,36,0.472,0.422,15,20,0.75,6,29,35,12,4,1,15,21
7886,Rice,21,2017-01-26,,Old Dominion,REG (Conf),L,72,80,,20,53,0.377,16,30,0.533,4,23,0.174,0.528,16,22,0.727,4,20,24,11,2,1,11,21,32,59,0.542,4,14,0.286,28,45,0.622,0.576,12,22,0.545,11,29,40,20,5,3,8,19
7887,Rice,22,2017-01-28,,Charlotte,REG (Conf),W,84,67,,31,56,0.554,8,18,0.444,23,38,0.605,0.625,14,18,0.778,5,36,41,11,3,7,17,16,26,69,0.377,5,20,0.25,21,49,0.429,0.413,10,14,0.714,5,19,24,8,5,2,9,15
7888,Rice,23,2017-02-04,@,North Texas,REG (Conf),W,95,80,,30,64,0.469,10,27,0.37,20,37,0.541,0.547,25,30,0.833,8,31,39,12,7,4,14,21,27,68,0.397,7,21,0.333,20,47,0.426,0.449,19,25,0.76,10,21,31,8,6,3,12,26
7889,Rice,24,2017-02-09,@,Florida International,REG (Conf),W,89,78,,31,60,0.517,8,21,0.381,23,39,0.59,0.583,19,22,0.864,7,31,38,15,2,10,11,15,30,75,0.4,3,19,0.158,27,56,0.482,0.42,15,17,0.882,11,22,33,10,7,3,7,21
7890,Rice,25,2017-02-11,@,Florida Atlantic,REG (Conf),W,81,75,OT,24,60,0.4,9,22,0.409,15,38,0.395,0.475,24,31,0.774,8,37,45,6,4,5,16,19,28,76,0.368,8,28,0.286,20,48,0.417,0.421,11,19,0.579,11,28,39,11,7,4,8,23
7891,Rice,26,2017-02-16,,UTSA,REG (Conf),W,80,68,,29,60,0.483,9,24,0.375,20,36,0.556,0.558,13,20,0.65,6,24,30,16,8,6,12,21,24,60,0.4,2,16,0.125,22,44,0.5,0.417,18,27,0.667,12,29,41,7,8,0,15,22
7892,Rice,27,2017-02-18,,UTEP,REG (Conf),L,71,79,,20,58,0.345,8,29,0.276,12,29,0.414,0.414,23,31,0.742,10,18,28,8,5,3,13,21,27,50,0.54,9,14,0.643,18,36,0.5,0.63,16,24,0.667,5,28,33,14,8,2,13,23
