Team,Gtm,Date,Site,Opponent,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,o2P,o2PA,o2P%,oeFG%,oFT,oFTA,oFT%,oORB,oDRB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
Radford,7,2016-11-30,,VMI,REG (Non-Conf),W,74,67,,24,48,.500,8,18,.444,16,30,.533,.583,18,27,.667,8,21,29,17,6,2,11,13,27,62,.435,7,26,.269,20,36,.556,.492,6,10,.600,10,21,31,9,8,3,11,21
Radford,8,2016-12-04,@,North Carolina,REG (Non-Conf),L,50,95,,19,62,.306,6,25,.240,13,37,.351,.355,6,10,.600,7,21,28,9,8,2,18,23,34,65,.523,9,20,.450,25,45,.556,.592,18,29,.621,14,36,50,21,11,4,13,11
Radford,9,2016-12-10,,Elon,REG (Non-Conf),W,68,56,,22,53,.415,8,23,.348,14,30,.467,.491,16,17,.941,10,30,40,13,2,9,13,14,23,69,.333,7,23,.304,16,46,.348,.384,3,5,.600,12,19,31,11,6,0,4,17
Radford,10,2016-12-17,@,UNC Wilmington,REG (Non-Conf),L,64,100,,23,45,.511,5,12,.417,18,33,.545,.567,13,19,.684,8,16,24,11,0,0,22,12,43,64,.672,8,19,.421,35,45,.778,.734,6,10,.600,7,13,20,18,13,2,6,16
Radford,11,2016-12-20,@,West Virginia,REG (Non-Conf),L,57,84,,17,46,.370,8,19,.421,9,27,.333,.457,15,25,.600,11,22,33,10,6,1,29,23,32,65,.492,5,14,.357,27,51,.529,.531,15,31,.484,17,19,36,14,11,6,10,18
Radford,12,2016-12-23,,Grace,REG (Non-Conf),W,82,58,,33,68,.485,10,25,.400,23,43,.535,.559,6,9,.667,13,27,40,22,9,3,9,16,22,56,.393,5,16,.313,17,40,.425,.438,9,11,.818,5,21,26,12,7,2,13,8
Radford,13,2016-12-29,,UNC Asheville,REG (Conf),W,80,77,OT,29,59,.492,11,23,.478,18,36,.500,.585,11,20,.550,11,26,37,20,10,7,16,16,33,71,.465,4,13,.308,29,58,.500,.493,7,12,.583,8,23,31,11,7,1,12,18
Radford,14,2016-12-31,@,Winthrop,REG (Conf),W,82,80,,28,66,.424,16,33,.485,12,33,.364,.545,10,15,.667,9,27,36,20,6,4,12,20,28,60,.467,8,23,.348,20,37,.541,.533,16,23,.696,8,24,32,7,8,9,9,12
Radford,15,2017-01-04,,Gardner-Webb,REG (Conf),L,59,70,,22,56,.393,8,18,.444,14,38,.368,.464,7,13,.538,13,27,40,11,5,4,20,18,28,54,.519,4,12,.333,24,42,.571,.556,10,24,.417,7,20,27,19,13,4,10,14
Radford,16,2017-01-07,@,Presbyterian,REG (Conf),W,76,63,,24,47,.511,8,16,.500,16,31,.516,.596,20,26,.769,12,24,36,7,4,8,11,15,25,68,.368,8,24,.333,17,44,.386,.426,5,9,.556,15,8,23,13,6,5,7,18
Radford,17,2017-01-11,@,Charleston Southern,REG (Conf),L,64,70,,21,56,.375,9,24,.375,12,32,.375,.455,13,22,.591,12,25,37,12,3,3,15,19,23,51,.451,5,18,.278,18,33,.545,.500,19,25,.760,4,22,26,10,8,2,9,16
Radford,18,2017-01-14,,Liberty,REG (Conf),L,64,71,OT,21,61,.344,7,26,.269,14,35,.400,.402,15,21,.714,15,27,42,7,2,2,9,17,23,52,.442,7,20,.350,16,32,.500,.510,18,20,.900,0,24,24,11,4,2,4,17
Radford,19,2017-01-19,@,Longwood,REG (Conf),W,72,60,,23,56,.411,7,23,.304,16,33,.485,.473,19,27,.704,13,25,38,12,5,1,14,15,23,52,.442,5,16,.313,18,36,.500,.490,9,13,.692,4,20,24,11,4,5,14,21
Radford,20,2017-01-21,,High Point,REG (Conf),L,58,61,,23,55,.418,4,18,.222,19,37,.514,.455,8,12,.667,7,20,27,14,10,6,8,14,25,60,.417,5,14,.357,20,46,.435,.458,6,8,.750,13,25,38,13,2,2,12,11
Radford,21,2017-01-26,,Campbell,REG (Conf),L,61,78,,23,56,.411,8,24,.333,15,32,.469,.482,7,11,.636,7,20,27,11,8,0,16,16,29,51,.569,10,19,.526,19,32,.594,.667,10,12,.833,3,23,26,11,10,5,15,13
Radford,22,2017-01-28,@,UNC Asheville,REG (Conf),L,69,80,,25,63,.397,10,30,.333,15,33,.455,.476,9,11,.818,8,26,34,16,3,4,8,25,27,57,.474,7,14,.500,20,43,.465,.535,19,30,.633,9,19,28,12,6,4,11,14
Radford,23,2017-02-01,,Winthrop,REG (Conf),L,65,81,,23,64,.359,2,19,.105,21,45,.467,.375,17,26,.654,16,25,41,8,6,3,11,23,25,50,.500,10,24,.417,15,26,.577,.600,21,27,.778,2,31,33,13,1,5,11,21
Radford,24,2017-02-04,@,Liberty,REG (Conf),L,54,57,,21,50,.420,8,22,.364,13,28,.464,.500,4,5,.800,7,28,35,8,0,0,16,14,20,50,.400,5,24,.208,15,26,.577,.450,12,14,.857,2,19,21,9,9,2,7,12
Radford,25,2017-02-09,,Charleston Southern,REG (Conf),W,79,67,,29,56,.518,14,26,.538,15,30,.500,.643,7,11,.636,5,27,32,18,4,6,12,13,27,63,.429,4,13,.308,23,50,.460,.460,9,13,.692,7,22,29,5,4,1,9,8
Radford,26,2017-02-11,@,High Point,REG (Conf),W,69,68,OT,27,69,.391,5,24,.208,22,45,.489,.428,10,14,.714,19,37,56,14,1,6,12,15,26,72,.361,8,24,.333,18,48,.375,.417,8,10,.800,9,24,33,12,5,5,2,14
Radford,27,2017-02-15,@,Gardner-Webb,REG (Conf),L,59,70,,23,54,.426,5,18,.278,18,36,.500,.472,8,17,.471,10,20,30,8,3,6,19,24,23,47,.489,5,13,.385,18,34,.529,.543,19,32,.594,5,21,26,13,11,5,12,18
Radford,28,2017-02-18,,Longwood,REG (Conf),W,79,72,,27,51,.529,9,20,.450,18,31,.581,.618,16,22,.727,9,21,30,10,5,5,14,16,24,56,.429,9,20,.450,15,36,.417,.509,15,18,.833,9,15,24,14,7,3,11,15
Radford,29,2017-02-23,,Presbyterian,REG (Conf),W,59,57,,20,54,.370,8,25,.320,12,29,.414,.444,11,20,.550,12,20,32,11,4,4,7,17,19,50,.380,8,17,.471,11,33,.333,.460,11,16,.688,8,23,31,9,3,4,9,16
Radford,30,2017-02-25,@,Campbell,REG (Conf),L,58,61,,22,57,.386,7,24,.292,15,33,.455,.447,7,8,.875,10,29,39,9,1,5,11,15,21,55,.382,6,18,.333,15,37,.405,.436,13,17,.765,7,22,29,12,8,3,7,9
Radford,31,2017-03-02,N,Liberty,CTOURN,W,56,52,,19,40,.475,6,16,.375,13,24,.542,.550,12,15,.800,2,28,30,9,3,5,14,12,20,56,.357,7,24,.292,13,32,.406,.420,5,7,.714,4,19,23,6,4,0,5,19
Radford,32,2017-03-03,,Campbell,CTOURN,L,50,66,,19,62,.306,7,26,.269,12,36,.333,.363,5,11,.455,9,21,30,12,5,3,6,18,22,52,.423,6,23,.261,16,29,.552,.481,16,20,.800,7,30,37,9,5,4,8,13
Rhode Island,1,2016-11-11,,Dartmouth,REG (Non-Conf),W,84,61,,33,70,.471,5,20,.250,28,50,.560,.507,13,23,.565,17,23,40,11,12,11,10,26,19,54,.352,4,12,.333,15,42,.357,.389,19,23,.826,4,21,25,6,2,0,20,20
Rhode Island,2,2016-11-14,,Marist,REG (Non-Conf),W,107,65,,35,62,.565,12,21,.571,23,41,.561,.661,25,31,.806,13,27,40,21,6,4,10,18,22,55,.400,4,22,.182,18,33,.545,.436,17,19,.895,6,12,18,7,3,1,15,22
Rhode Island,3,2016-11-16,,Brown,REG (Non-Conf),W,79,72,,30,52,.577,6,16,.375,24,36,.667,.635,13,22,.591,7,21,28,16,7,10,13,25,24,62,.387,5,15,.333,19,47,.404,.427,19,26,.731,10,19,29,9,8,3,13,18
Rhode Island,4,2016-11-19,N,Cincinnati,REG (Non-Conf),W,76,71,,26,59,.441,8,21,.381,18,38,.474,.508,16,20,.800,12,20,32,17,5,4,10,21,23,53,.434,8,20,.400,15,33,.455,.509,17,23,.739,12,16,28,8,4,5,11,18
Rhode Island,5,2016-11-20,N,Duke,REG (Non-Conf),L,65,75,,25,59,.424,3,11,.273,22,48,.458,.449,12,16,.750,10,22,32,10,3,7,8,21,27,60,.450,6,21,.286,21,39,.538,.500,15,17,.882,9,24,33,9,3,0,8,18
Rhode Island,6,2016-11-25,,Belmont,REG (Non-Conf),W,82,73,,31,56,.554,4,10,.400,27,46,.587,.589,16,23,.696,6,23,29,15,9,4,10,20,25,61,.410,5,27,.185,20,34,.588,.451,18,24,.750,14,21,35,17,8,3,13,21
Rhode Island,7,2016-11-29,@,Valparaiso,REG (Non-Conf),L,62,65,,25,59,.424,4,17,.235,21,42,.500,.458,8,10,.800,6,18,24,12,9,5,9,21,22,48,.458,3,10,.300,19,38,.500,.490,18,21,.857,6,25,31,8,5,4,17,16
Rhode Island,8,2016-12-03,@,Providence,REG (Non-Conf),L,60,63,,22,59,.373,5,18,.278,17,41,.415,.415,11,15,.733,13,24,37,6,6,3,8,20,21,46,.457,8,18,.444,13,28,.464,.543,13,22,.591,6,21,27,11,5,4,11,16
Rhode Island,9,2016-12-06,,Old Dominion,REG (Non-Conf),W,51,39,,16,49,.327,6,16,.375,10,33,.303,.388,13,28,.464,13,24,37,7,10,7,14,21,14,48,.292,0,6,.000,14,42,.333,.292,11,22,.500,13,25,38,5,8,4,19,21
Rhode Island,10,2016-12-10,@,Houston,REG (Non-Conf),L,77,82,,26,59,.441,9,25,.360,17,34,.500,.517,16,23,.696,13,20,33,12,3,6,12,25,25,54,.463,6,12,.500,19,42,.452,.519,26,31,.839,9,23,32,11,4,4,9,18
Rhode Island,11,2016-12-18,,Holy Cross,REG (Non-Conf),W,65,54,,24,48,.500,3,17,.176,21,31,.677,.531,14,19,.737,11,23,34,9,7,3,14,19,19,44,.432,3,12,.250,16,32,.500,.466,13,20,.650,5,11,16,7,8,3,9,15
Rhode Island,12,2016-12-22,,William & Mary,REG (Non-Conf),W,73,62,,27,69,.391,6,24,.250,21,45,.467,.435,13,16,.813,15,26,41,15,9,2,6,19,21,49,.429,7,17,.412,14,32,.438,.500,13,20,.650,7,24,31,11,1,6,16,16
Rhode Island,13,2016-12-30,@,Saint Louis,REG (Conf),W,90,56,,35,63,.556,10,20,.500,25,43,.581,.635,10,22,.455,12,31,43,21,8,10,8,25,17,52,.327,5,14,.357,12,38,.316,.375,17,29,.586,7,19,26,5,5,4,13,21
Rhode Island,14,2017-01-03,,Saint Joseph's,REG (Conf),W,88,58,,31,62,.500,16,30,.533,15,32,.469,.629,10,20,.500,7,24,31,22,13,5,6,18,22,51,.431,2,8,.250,20,43,.465,.451,12,25,.480,10,24,34,9,3,5,17,15
Rhode Island,15,2017-01-06,@,Dayton,REG (Conf),L,64,67,,22,50,.440,10,21,.476,12,29,.414,.540,10,14,.714,8,20,28,19,2,5,17,20,23,49,.469,4,12,.333,19,37,.514,.510,17,26,.654,4,22,26,13,9,2,11,18
Rhode Island,16,2017-01-12,,La Salle,REG (Conf),L,75,87,,26,66,.394,11,31,.355,15,35,.429,.477,12,19,.632,11,14,25,16,2,4,13,28,26,45,.578,5,10,.500,21,35,.600,.633,30,41,.732,6,30,36,15,8,2,13,21
Rhode Island,17,2017-01-15,,Massachusetts,REG (Conf),W,79,77,,27,52,.519,4,12,.333,23,40,.575,.558,21,38,.553,5,25,30,10,3,9,10,19,29,61,.475,6,17,.353,23,44,.523,.525,13,18,.722,6,22,28,13,3,3,14,28
Rhode Island,18,2017-01-21,@,Duquesne,REG (Conf),W,90,69,,31,64,.484,3,13,.231,28,51,.549,.508,25,38,.658,19,24,43,14,3,1,4,20,23,58,.397,7,21,.333,16,37,.432,.457,16,24,.667,12,24,36,14,3,2,12,27
Rhode Island,19,2017-01-25,@,Richmond,REG (Conf),L,62,73,,26,77,.338,2,19,.105,24,58,.414,.351,8,20,.400,21,29,50,9,13,5,18,27,23,54,.426,4,20,.200,19,34,.559,.463,23,37,.622,6,37,43,15,8,6,18,21
Rhode Island,20,2017-01-28,,St. Bonaventure,REG (Conf),W,71,59,,25,55,.455,5,20,.250,20,35,.571,.500,16,22,.727,10,26,36,18,7,15,17,18,18,61,.295,6,19,.316,12,42,.286,.344,17,22,.773,17,22,39,10,13,4,12,23
Rhode Island,21,2017-01-31,,George Washington,REG (Conf),W,82,70,,29,53,.547,6,14,.429,23,39,.590,.604,18,20,.900,6,22,28,14,5,9,9,14,26,53,.491,7,14,.500,19,39,.487,.557,11,13,.846,5,14,19,15,6,2,9,15
Rhode Island,22,2017-02-03,@,Davidson,REG (Conf),W,70,59,,23,54,.426,8,17,.471,15,37,.405,.500,16,30,.533,7,30,37,11,7,4,8,23,19,54,.352,4,24,.167,15,30,.500,.389,17,26,.654,7,27,34,13,1,4,12,25
Rhode Island,23,2017-02-07,@,Massachusetts,REG (Conf),W,70,62,,22,54,.407,3,14,.214,19,40,.475,.435,23,35,.657,8,23,31,12,12,8,11,24,18,51,.353,3,17,.176,15,34,.441,.382,23,34,.676,10,25,35,15,6,3,18,27
Rhode Island,24,2017-02-10,,Dayton,REG (Conf),L,74,75,,23,51,.451,7,18,.389,16,33,.485,.520,21,32,.656,7,23,30,10,5,8,10,19,23,56,.411,8,18,.444,15,38,.395,.482,21,29,.724,9,20,29,11,9,5,10,26
Rhode Island,25,2017-02-15,,Fordham,REG (Conf),L,43,53,,17,56,.304,2,20,.100,15,36,.417,.321,7,15,.467,13,21,34,9,8,6,14,19,16,43,.372,3,15,.200,13,28,.464,.407,18,25,.720,8,29,37,5,7,5,13,17
Rhode Island,26,2017-02-18,@,George Mason,REG (Conf),W,77,74,,24,58,.414,9,20,.450,15,38,.395,.491,20,28,.714,13,16,29,12,5,7,9,23,20,45,.444,3,13,.231,17,32,.531,.478,31,36,.861,8,25,33,5,5,3,13,22
Rhode Island,27,2017-02-21,@,La Salle,REG (Conf),W,67,56,,27,58,.466,5,18,.278,22,40,.550,.509,8,14,.571,8,22,30,18,6,4,8,18,19,53,.358,3,15,.200,16,38,.421,.387,15,20,.750,8,22,30,9,2,1,13,14
Rhode Island,28,2017-02-25,,VCU,REG (Conf),W,69,59,,17,48,.354,4,14,.286,13,34,.382,.396,31,39,.795,13,29,42,8,3,8,13,25,19,54,.352,1,15,.067,18,39,.462,.361,20,30,.667,6,22,28,6,5,3,8,30
Rhode Island,29,2017-03-01,@,Saint Joseph's,REG (Conf),W,68,49,,25,57,.439,4,26,.154,21,31,.677,.474,14,15,.933,9,27,36,16,6,4,14,22,19,50,.380,2,9,.222,17,41,.415,.400,9,20,.450,4,15,19,10,7,1,13,13
Rhode Island,30,2017-03-04,,Davidson,REG (Conf),W,73,70,OT,32,65,.492,2,13,.154,30,52,.577,.508,7,14,.500,13,28,41,11,5,8,11,16,27,62,.435,7,20,.350,20,42,.476,.492,9,13,.692,7,25,32,11,5,3,11,20
Rhode Island,31,2017-03-10,N,St. Bonaventure,CTOURN,W,74,63,,24,43,.558,5,14,.357,19,29,.655,.616,21,36,.583,5,27,32,14,2,6,16,16,22,57,.386,4,16,.250,18,41,.439,.421,15,18,.833,7,18,25,9,4,1,13,25
Rhode Island,32,2017-03-11,N,Davidson,CTOURN,W,84,60,,30,61,.492,12,20,.600,18,41,.439,.590,12,16,.750,11,25,36,18,7,2,8,20,19,48,.396,5,21,.238,14,27,.519,.448,17,23,.739,7,21,28,11,2,2,11,15
Rhode Island,33,2017-03-12,N,VCU,CTOURN,W,70,63,,24,54,.444,8,20,.400,16,34,.471,.519,14,19,.737,7,26,33,12,3,7,6,18,21,67,.313,4,14,.286,17,53,.321,.343,17,22,.773,19,22,41,8,4,1,5,16
Rhode Island,34,2017-03-17,N,Creighton,ROUND-64,W,84,72,,26,58,.448,4,21,.190,22,37,.595,.483,28,31,.903,8,30,38,11,8,3,7,16,26,65,.400,7,23,.304,19,42,.452,.454,13,19,.684,10,25,35,11,2,3,11,20
Rhode Island,35,2017-03-19,N,Oregon,ROUND-32,L,72,75,,30,59,.508,6,22,.273,24,37,.649,.559,6,8,.750,8,18,26,11,8,2,11,21,25,52,.481,7,16,.438,18,36,.500,.548,18,27,.667,13,20,33,11,8,2,14,14
Rice,1,2016-11-13,@,James Madison,REG (Non-Conf),W,94,70,,28,53,.528,11,26,.423,17,27,.630,.632,27,34,.794,5,15,20,17,17,0,10,24,19,38,.500,7,16,.438,12,22,.545,.592,25,32,.781,4,20,24,10,3,0,24,29
Rice,2,2016-11-16,,Texas Southern,REG (Non-Conf),L,68,71,,25,61,.410,8,26,.308,17,35,.486,.475,10,12,.833,9,32,41,13,2,6,22,18,23,73,.315,4,25,.160,19,48,.396,.342,21,24,.875,16,23,39,12,16,5,9,13
Rice,3,2016-11-19,@,Omaha,REG (Non-Conf),W,100,87,,31,49,.633,14,21,.667,17,28,.607,.776,24,36,.667,7,23,30,22,7,3,16,26,29,60,.483,8,22,.364,21,38,.553,.550,21,30,.700,9,15,24,13,6,4,13,28
Rice,4,2016-11-21,,Montana State,REG (Non-Conf),W,83,78,,24,55,.436,6,23,.261,18,32,.563,.491,29,43,.674,9,34,43,10,4,6,14,26,25,66,.379,13,31,.419,12,35,.343,.477,15,22,.682,7,24,31,13,5,2,9,30
Rice,5,2016-11-23,,Delaware State,REG (Non-Conf),W,80,58,,29,63,.460,8,32,.250,21,31,.677,.524,14,18,.778,13,24,37,17,6,3,15,18,22,56,.393,5,15,.333,17,41,.415,.438,9,18,.500,9,22,31,10,8,3,19,23
Rice,6,2016-11-26,@,Incarnate Word,REG (Non-Conf),W,87,79,,24,56,.429,9,17,.529,15,39,.385,.509,30,37,.811,8,32,40,13,2,5,13,23,23,63,.365,8,18,.444,15,45,.333,.429,25,30,.833,5,23,28,11,8,6,7,25
Rice,7,2016-11-30,,Houston Baptist,REG (Non-Conf),W,90,77,,29,54,.537,7,18,.389,22,36,.611,.602,25,33,.758,7,24,31,15,14,1,19,15,33,67,.493,3,9,.333,30,58,.517,.515,8,11,.727,7,19,26,13,7,1,18,27
Rice,8,2016-12-03,@,Texas Tech,REG (Non-Conf),L,84,85,,27,58,.466,15,31,.484,12,27,.444,.595,15,19,.789,10,19,29,14,7,1,12,18,29,53,.547,7,16,.438,22,37,.595,.613,20,23,.870,5,17,22,15,6,4,10,17
Rice,9,2016-12-10,,Stephen F. Austin,REG (Non-Conf),W,70,63,,24,49,.490,7,19,.368,17,30,.567,.561,15,23,.652,7,17,24,18,4,6,13,15,25,54,.463,4,17,.235,21,37,.568,.500,9,15,.600,11,18,29,11,9,1,12,22
Rice,10,2016-12-15,,St. Edward's,REG (Non-Conf),W,93,64,,31,55,.564,9,21,.429,22,34,.647,.645,22,30,.733,6,42,48,16,6,2,20,19,20,71,.282,8,27,.296,12,44,.273,.338,16,24,.667,10,20,30,13,5,1,16,22
Rice,11,2016-12-17,@,Pittsburgh,REG (Non-Conf),L,73,83,,26,57,.456,8,26,.308,18,31,.581,.526,13,23,.565,9,13,22,15,8,2,7,18,29,45,.644,9,18,.500,20,27,.741,.744,16,19,.842,4,27,31,18,3,4,18,21
Rice,12,2016-12-19,,Northwestern State,REG (Non-Conf),W,100,93,,38,64,.594,12,21,.571,26,43,.605,.688,12,21,.571,8,26,34,24,7,2,14,22,30,62,.484,6,16,.375,24,46,.522,.532,27,35,.771,8,22,30,13,9,4,12,22
Rice,13,2016-12-21,,St. Thomas (TX),REG (Non-Conf),W,83,63,,28,63,.444,9,27,.333,19,36,.528,.516,18,27,.667,12,33,45,20,11,7,26,18,24,64,.375,5,28,.179,19,36,.528,.414,10,18,.556,11,22,33,11,15,1,25,21
Rice,14,2016-12-31,@,Old Dominion,REG (Conf),L,56,62,,23,62,.371,5,21,.238,18,41,.439,.411,5,11,.455,12,22,34,7,4,4,10,15,26,51,.510,3,9,.333,23,42,.548,.539,7,14,.500,7,25,32,13,7,6,11,14
Rice,15,2017-01-02,@,Charlotte,REG (Conf),W,89,70,,35,70,.500,8,17,.471,27,53,.509,.557,11,21,.524,14,28,42,12,6,2,15,18,27,61,.443,3,13,.231,24,48,.500,.467,13,21,.619,7,24,31,7,6,5,14,18
Rice,16,2017-01-05,,Middle Tennessee,REG (Conf),L,77,80,,25,53,.472,9,20,.450,16,33,.485,.557,18,20,.900,7,26,33,12,5,3,14,17,30,60,.500,9,17,.529,21,43,.488,.575,11,17,.647,7,22,29,21,5,1,9,19
Rice,17,2017-01-07,,UAB,REG (Conf),L,81,88,OT,27,59,.458,8,27,.296,19,32,.594,.525,19,23,.826,8,25,33,10,4,3,21,23,26,65,.400,6,20,.300,20,45,.444,.446,30,33,.909,12,23,35,11,11,3,12,21
Rice,18,2017-01-14,,North Texas,REG (Conf),W,101,79,,33,62,.532,12,27,.444,21,35,.600,.629,23,31,.742,11,33,44,14,9,4,19,22,28,61,.459,6,14,.429,22,47,.468,.508,17,36,.472,9,21,30,17,9,2,18,28
Rice,19,2017-01-19,@,Louisiana Tech,REG (Conf),L,64,74,,24,57,.421,11,25,.440,13,32,.406,.518,5,10,.500,9,23,32,15,8,6,23,13,29,62,.468,8,22,.364,21,40,.525,.532,8,17,.471,10,20,30,19,10,7,14,7
Rice,20,2017-01-21,@,Southern Mississippi,REG (Conf),W,61,58,,18,49,.367,7,22,.318,11,27,.407,.439,18,26,.692,5,24,29,8,5,2,12,17,20,51,.392,3,15,.200,17,36,.472,.422,15,20,.750,6,29,35,12,4,1,15,21
Rice,21,2017-01-26,,Old Dominion,REG (Conf),L,72,80,,20,53,.377,16,30,.533,4,23,.174,.528,16,22,.727,4,20,24,11,2,1,11,21,32,59,.542,4,14,.286,28,45,.622,.576,12,22,.545,11,29,40,20,5,3,8,19
Rice,22,2017-01-28,,Charlotte,REG (Conf),W,84,67,,31,56,.554,8,18,.444,23,38,.605,.625,14,18,.778,5,36,41,11,3,7,17,16,26,69,.377,5,20,.250,21,49,.429,.413,10,14,.714,5,19,24,8,5,2,9,15
Rice,23,2017-02-04,@,North Texas,REG (Conf),W,95,80,,30,64,.469,10,27,.370,20,37,.541,.547,25,30,.833,8,31,39,12,7,4,14,21,27,68,.397,7,21,.333,20,47,.426,.449,19,25,.760,10,21,31,8,6,3,12,26
Rice,24,2017-02-09,@,Florida International,REG (Conf),W,89,78,,31,60,.517,8,21,.381,23,39,.590,.583,19,22,.864,7,31,38,15,2,10,11,15,30,75,.400,3,19,.158,27,56,.482,.420,15,17,.882,11,22,33,10,7,3,7,21
Rice,25,2017-02-11,@,Florida Atlantic,REG (Conf),W,81,75,OT,24,60,.400,9,22,.409,15,38,.395,.475,24,31,.774,8,37,45,6,4,5,16,19,28,76,.368,8,28,.286,20,48,.417,.421,11,19,.579,11,28,39,11,7,4,8,23
Rice,26,2017-02-16,,UTSA,REG (Conf),W,80,68,,29,60,.483,9,24,.375,20,36,.556,.558,13,20,.650,6,24,30,16,8,6,12,21,24,60,.400,2,16,.125,22,44,.500,.417,18,27,.667,12,29,41,7,8,0,15,22
Rice,27,2017-02-18,,UTEP,REG (Conf),L,71,79,,20,58,.345,8,29,.276,12,29,.414,.414,23,31,.742,10,18,28,8,5,3,13,21,27,50,.540,9,14,.643,18,36,.500,.630,16,24,.667,5,28,33,14,8,2,13,23
Rice,28,2017-02-23,,Southern Mississippi,REG (Conf),W,72,71,OT,26,66,.394,5,27,.185,21,39,.538,.432,15,23,.652,10,27,37,11,6,3,12,14,28,63,.444,7,21,.333,21,42,.500,.500,8,10,.800,5,29,34,15,6,1,15,18
Rice,29,2017-02-25,,Louisiana Tech,REG (Conf),W,88,81,,25,57,.439,13,29,.448,12,28,.429,.553,25,29,.862,6,19,25,15,8,4,11,14,30,62,.484,13,25,.520,17,37,.459,.589,8,11,.727,10,28,38,18,2,3,20,24
Rice,30,2017-03-02,@,Marshall,REG (Conf),W,89,88,,35,79,.443,8,26,.308,27,53,.509,.494,11,14,.786,13,32,45,18,6,2,13,19,31,72,.431,8,27,.296,23,45,.511,.486,18,25,.720,7,29,36,19,6,2,7,15
Rice,31,2017-03-04,@,Western Kentucky,REG (Conf),L,72,79,,24,55,.436,11,23,.478,13,32,.406,.536,13,14,.929,8,22,30,12,5,1,10,26,29,56,.518,4,13,.308,25,43,.581,.554,17,27,.630,10,24,34,12,5,3,11,15
Rice,32,2017-03-08,N,Southern Mississippi,CTOURN,W,86,75,,22,47,.468,13,29,.448,9,18,.500,.606,29,32,.906,5,33,38,15,6,7,19,14,27,64,.422,7,24,.292,20,40,.500,.477,14,16,.875,6,16,22,11,10,1,9,25
Rice,33,2017-03-09,N,UTEP,CTOURN,L,76,86,,21,62,.339,10,28,.357,11,34,.324,.419,24,36,.667,11,19,30,12,7,1,9,27,28,50,.560,7,15,.467,21,35,.600,.630,23,33,.697,8,33,41,14,4,2,16,29
Rice,34,2017-03-15,,San Francisco,CBI,W,85,76,,29,57,.509,8,19,.421,21,38,.553,.579,19,22,.864,2,33,35,16,7,5,18,18,28,79,.354,7,37,.189,21,42,.500,.399,13,14,.929,14,25,39,14,11,3,11,21
Rice,35,2017-03-20,,Utah Valley,CBI,L,79,85,,30,65,.462,7,21,.333,23,44,.523,.515,12,16,.750,10,22,32,14,9,2,16,18,30,60,.500,13,31,.419,17,29,.586,.608,12,17,.706,11,23,34,12,10,3,18,21
Richmond,1,2016-11-11,,VMI,REG (Non-Conf),W,72,69,,23,49,.469,7,18,.389,16,31,.516,.541,19,32,.594,4,27,31,13,6,1,14,17,22,61,.361,8,28,.286,14,33,.424,.426,17,22,.773,12,28,40,8,8,8,12,24
Richmond,2,2016-11-14,,Old Dominion,REG (Non-Conf),L,61,64,,23,52,.442,5,15,.333,18,37,.486,.490,10,16,.625,6,17,23,14,6,3,8,17,22,50,.440,7,14,.500,15,36,.417,.510,13,20,.650,12,24,36,13,4,3,12,22
Richmond,3,2016-11-20,,Robert Morris,REG (Non-Conf),W,81,69,,27,58,.466,7,18,.389,20,40,.500,.526,20,25,.800,12,25,37,19,8,2,15,21,23,61,.377,5,16,.313,18,45,.400,.418,18,26,.692,13,22,35,15,9,2,17,23
Richmond,4,2016-11-22,,Hampton,REG (Non-Conf),W,65,52,,23,52,.442,9,28,.321,14,24,.583,.529,10,19,.526,4,26,30,15,5,3,8,19,18,55,.327,5,20,.250,13,35,.371,.373,11,17,.647,12,28,40,9,5,1,15,17
Richmond,5,2016-11-25,N,Maryland,REG (Non-Conf),L,82,88,OT,31,67,.463,9,23,.391,22,44,.500,.530,11,17,.647,6,28,34,20,9,2,15,24,27,67,.403,10,31,.323,17,36,.472,.478,24,34,.706,14,26,40,11,7,3,17,20
Richmond,6,2016-11-26,N,Boston College,REG (Non-Conf),W,67,54,,26,54,.481,3,16,.188,23,38,.605,.509,12,15,.800,4,27,31,9,7,4,10,13,20,56,.357,7,22,.318,13,34,.382,.420,7,12,.583,8,24,32,10,6,3,16,15
Richmond,7,2016-11-30,@,Bucknell,REG (Non-Conf),L,68,73,,27,67,.403,4,19,.211,23,48,.479,.433,10,19,.526,10,33,43,14,9,4,15,18,24,59,.407,9,22,.409,15,37,.405,.483,16,23,.696,3,32,35,19,8,4,14,18
Richmond,8,2016-12-03,,Wake Forest,REG (Non-Conf),L,67,75,,25,60,.417,11,33,.333,14,27,.519,.508,6,14,.429,5,26,31,15,10,1,11,25,25,58,.431,4,24,.167,21,34,.618,.466,21,32,.656,13,32,45,14,6,1,15,17
Richmond,9,2016-12-10,,UMBC,REG (Non-Conf),W,78,75,,24,57,.421,6,26,.231,18,31,.581,.474,24,26,.923,12,25,37,16,5,3,11,18,28,58,.483,8,23,.348,20,35,.571,.552,11,15,.733,7,22,29,9,3,1,11,22
